open,high,low,close,percent_change_next_weeks_price
61.95,62.25,60.59,61.18,-3.48818
61.35,61.68,58.71,59.21,-2.02977
59.12,59.32,57.36,57.92,-1.54594
57.57,58.28,56.12,56.68,4.01197
83.75,85.95,83.26,85.32,-0.992295
85.66,86,84.18,84.81,-1.82353
85,85.56,82.7,83.45,5.44794
82.6,87.1,81.1,87.1,2.96552
87,89.8,86.29,89.58,-0.910807
90.03,90.67,85.8,89.21,0.112511
88.88,90.18,88.35,88.98,-1.08524
88.46,89.25,86.65,87.5,-0.092582
86.41,86.72,85.21,86.33,-4.32184
87,87.79,82.43,83.24,-0.277342
82.93,84.52,82.6,82.7,1.98987
82.92,85.26,82.52,84.57,-0.035562
84.36,86.21,83.69,84.33,7.28485
37.44,38.95,37.42,38.47,-2.10226
38.53,38.7,37.26,37.72,0.264901
37.75,38,37.34,37.85,-1.83511
37.6,38,36.91,36.91,1.9153
37.07,38.42,36.82,37.78,-2.73937
38.33,38.33,36.9,37.28,-0.053648
37.28,37.68,36.95,37.26,-0.295223
37.26,37.41,36.8,37.15,-0.217687
36.75,37.03,36.24,36.67,-3.46789
36.91,36.99,35.6,35.63,-1.06832
35.57,36.14,35.16,35.19,0.794777
35.23,35.92,34.94,35.51,1.83876
35.35,36.17,35.2,36,5
52.31,52.74,51.89,52.13,0.439686
52.31,53.24,52.06,52.54,1.92234
52.54,53.96,52.4,53.55,0.941974
53.08,53.95,52.91,53.58,2.57463
53.6,55.16,53.23,54.98,-0.108932
55.08,55.79,53.2,55.02,1.36438
54.97,56.03,54.7,55.72,-0.575436
55.61,56.47,54.95,55.29,-0.364299
54.9,55.5,54.1,54.7,-2.22303
54.88,55.22,53.04,53.66,-2.1166
53.86,54.3,52.69,52.72,-0.1701
52.91,53.29,51.79,52.82,-0.550285
52.7,53.7,52.35,52.41,2.27446
83.86,84.94,82.61,84.68,2.0057
84.26,86.22,84.07,85.95,-1.93136
85.95,86.15,82.38,84.29,3.91048
83.11,86.36,82.44,86.36,1.95851
86.29,88,85.89,87.98,-6.14075
88.1,88.13,81.59,82.69,-2.578
83.01,83.76,79.42,80.87,1.68287
80.22,82.58,79.6,81.57,3.00424
80.22,82.63,80.07,82.63,-2.52161
83.28,83.75,80.18,81.18,-1.42098
80.93,81.87,79.72,79.78,-1.225
80,80.82,78.33,79.02,-2.37762
78.65,81.12,76.78,76.78,6.67274
